,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,positive_rate,stringency_index,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_raw,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_per_million,new_people_vaccinated,new_people_vaccinated_per_hundred,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_per_thousand_smoothed,tests_per_case
231,2020-10-14,23495.000,435.000,364.000,469.000,7.000,6.429,2254.137,41.734,34.944,44.996,0.672,0.617,1.210,,,,,0.025,59.720,,,,,,,,,,,,,,,1497838.000,21531.000,143.792,2.067,14308.143,1.374,39.300
232,2020-10-15,23947.000,452.000,366.571,482.000,13.000,7.429,2297.503,43.365,35.191,46.244,1.247,0.713,1.230,,,,,0.023,59.720,,,,,,,,,,,,,,,1519800.000,21962.000,145.901,2.108,15635.857,1.501,42.700
233,2020-10-16,24450.000,503.000,382.571,490.000,8.000,8.429,2345.761,48.258,36.727,47.011,0.768,0.809,1.260,,,,,0.023,59.720,,,,,,,,,,,,,,,1541081.000,21281.000,147.944,2.043,16902.571,1.623,44.200
234,2020-10-17,24932.000,482.000,407.714,500.000,10.000,9.143,2392.005,46.244,39.141,47.971,0.959,0.878,1.300,,,,,0.023,59.720,,,,,,,,,,,,,,,1562210.000,21129.000,149.972,2.028,17720.857,1.701,43.500
235,2020-10-18,25370.000,438.000,430.286,509.000,9.000,8.571,2434.027,42.022,41.307,48.834,0.863,0.823,1.330,33.063,3.172,408.421,39.184,0.023,59.720,,,,,,,,,,,,,,,1577724.000,15514.000,151.462,1.489,18457.571,1.772,42.900
236,2020-10-19,25802.000,432.000,450.000,520.000,11.000,9.143,2475.474,41.447,43.200,49.889,1.055,0.878,1.360,,,,,0.024,59.720,,,,,,,,,,,,,,,1585248.000,7524.000,152.184,0.722,18537.286,1.780,41.200
237,2020-10-20,26469.000,667.000,487.000,528.000,8.000,9.429,2539.466,63.993,46.752,50.657,0.768,0.905,1.390,,,,,0.026,59.720,,,,,,,,,,,,,,,1606640.000,21392.000,154.237,2.054,18619.000,1.787,38.200
238,2020-10-21,27334.000,865.000,548.429,534.000,6.000,9.286,2622.455,82.989,52.649,51.233,0.576,0.891,1.410,,,,,0.029,59.720,,,,,,,,,,,,,,,1630540.000,23900.000,156.532,2.294,18957.429,1.820,34.600
239,2020-10-22,28216.000,882.000,609.857,549.000,15.000,9.571,2707.076,84.620,58.546,52.672,1.439,0.919,1.430,,,,,0.032,59.720,,,,,,,,,,,,,,,1653740.000,23200.000,158.759,2.227,19134.286,1.837,31.400
240,2020-10-23,29057.000,841.000,658.143,559.000,10.000,9.857,2787.762,80.687,63.182,53.631,0.959,0.946,1.450,,,,,0.034,59.720,,,,,,,,,,,,,,,1677751.000,24011.000,161.064,2.305,19524.286,1.874,29.700
241,2020-10-24,29992.000,935.000,722.857,564.000,5.000,9.143,2877.467,89.705,69.394,54.111,0.480,0.878,1.460,,,,,0.037,59.720,,,,,,,,,,,,,,,1700407.000,22656.000,163.239,2.175,19742.429,1.895,27.300
242,2020-10-25,30782.000,790.000,773.143,574.000,10.000,9.286,2953.261,75.794,74.222,55.070,0.959,0.891,1.470,55.429,5.318,573.734,55.045,0.038,59.720,,,,,,,,,,,,,,,1719043.000,18636.000,165.028,1.789,20188.429,1.938,26.100
243,2020-10-26,31496.000,714.000,813.429,581.000,7.000,8.714,3021.763,68.502,78.089,55.742,0.672,0.837,1.480,,,,,0.039,59.720,,,,,,,,,,,,,,,1732836.000,13793.000,166.352,1.324,21084.000,2.024,25.900
244,2020-10-27,32752.000,1256.000,897.571,593.000,12.000,9.286,3142.265,120.502,86.167,56.893,1.151,0.891,1.500,,,,,0.042,59.720,,,,,,,,,,,,,,,1755983.000,23147.000,168.574,2.222,21334.714,2.048,23.800
245,2020-10-28,34299.000,1547.000,995.000,603.000,10.000,9.857,3290.686,148.421,95.520,57.853,0.959,0.946,1.500,,,,,0.047,59.720,,,,,,,,,,,,,,,1780234.000,24251.000,170.902,2.328,21384.857,2.053,21.500
246,2020-10-29,35510.000,1211.000,1042.000,615.000,12.000,9.429,3406.870,116.185,100.032,59.004,1.151,0.905,1.500,,,,,0.052,59.720,,,,,,,,,,,,,,,1793197.000,12963.000,172.147,1.244,19922.429,1.913,19.100
247,2020-10-30,37196.000,1686.000,1162.714,620.000,5.000,8.714,3568.627,161.757,111.621,59.484,0.480,0.837,1.510,,,,,0.056,59.720,,,,,,,,,,,,,,,1822738.000,29541.000,174.983,2.836,20712.429,1.988,17.800
248,2020-10-31,39251.000,2055.000,1322.714,626.000,6.000,8.857,3765.786,197.159,126.981,60.059,0.576,0.850,1.510,,,,,0.062,59.720,,,,,,,,,,,,,,,1848923.000,26185.000,177.497,2.514,21216.571,2.037,16.000
249,2020-11-01,40929.000,1678.000,1449.571,635.000,9.000,8.714,3926.775,160.989,139.159,60.923,0.863,0.837,1.500,96.271,9.236,938.395,90.031,0.070,59.720,,,,,,,,,,,,,,,1865029.000,16106.000,179.043,1.546,20855.143,2.002,14.300
250,2020-11-02,42080.000,1151.000,1512.000,642.000,7.000,8.714,4037.204,110.428,145.152,61.594,0.672,0.837,1.480,,,,,0.073,63.430,,,,,,,,,,,,,,,1878534.000,13505.000,180.339,1.296,20814.000,1.998,13.800
251,2020-11-03,44246.000,2166.000,1642.000,655.000,13.000,8.857,4245.012,207.809,157.632,62.841,1.247,0.850,1.460,,,,,0.076,63.430,,,,,,,,,,,,,,,1906522.000,27988.000,183.026,2.687,21505.571,2.065,13.100
252,2020-11-04,46892.000,2646.000,1799.000,673.000,18.000,10.000,4498.872,253.860,172.704,64.568,1.727,0.960,1.450,,,,,0.082,63.430,,,,,,,,,,,,,,,1933810.000,27288.000,185.646,2.620,21939.429,2.106,12.200
253,2020-11-05,49807.000,2915.000,2042.429,702.000,29.000,12.429,4778.541,279.668,196.073,67.351,2.782,1.193,1.420,,,,,0.086,63.430,,,,,,,,,,,,,,,1960038.000,26228.000,188.164,2.518,23834.429,2.288,11.700
254,2020-11-06,52254.000,2447.000,2151.143,715.000,13.000,13.571,5013.309,234.768,206.510,68.598,1.247,1.303,1.390,,,,,0.090,63.430,,,,,,,,,,,,,,,1989628.000,29590.000,191.004,2.841,23841.429,2.289,11.100
255,2020-11-07,54809.000,2555.000,2222.571,749.000,34.000,17.571,5258.439,245.130,213.367,71.860,3.262,1.687,1.360,,,,,0.092,78.700,,,,,,,,,,,,,,,2017511.000,27883.000,193.681,2.677,24084.000,2.312,10.800
256,2020-11-08,56698.000,1889.000,2252.714,784.000,35.000,21.286,5439.671,181.233,216.261,75.218,3.358,2.043,1.320,152.672,14.647,1858.314,178.289,0.093,78.700,,,,,,,,,,,,,,,2033645.000,16134.000,195.230,1.549,24088.000,2.312,10.800
257,2020-11-09,58187.000,1489.000,2301.000,825.000,41.000,26.143,5582.528,142.856,220.896,79.151,3.934,2.510,1.290,,,,,0.097,78.700,,,,,,,,,,,,,,,2044966.000,11321.000,196.317,1.087,23776.000,2.282,10.300
258,2020-11-10,60570.000,2383.000,2332.000,866.000,41.000,30.143,5811.156,228.628,223.872,83.085,3.934,2.894,1.270,,,,,0.098,78.700,,,,,,,,,,,,,,,2072781.000,27815.000,198.987,2.670,23751.286,2.280,10.200
259,2020-11-11,63321.000,2751.000,2347.000,909.000,43.000,33.714,6075.090,263.934,225.312,87.211,4.125,3.237,1.240,,,,,0.098,78.700,,,,,,,,,,,,,,,2101971.000,29190.000,201.789,2.802,24023.000,2.306,10.200
260,2020-11-12,66637.000,3316.000,2404.286,959.000,50.000,36.714,6393.231,318.141,230.811,92.008,4.797,3.525,1.230,,,,,0.099,78.700,,,,,,,,,,,,,,,2130565.000,28594.000,204.534,2.745,24361.000,2.339,10.100
261,2020-11-13,69675.000,3038.000,2488.714,997.000,38.000,40.286,6684.700,291.469,238.917,95.653,3.646,3.867,1.200,,,,,0.102,78.700,,,,,,,,,,,,,,,2160000.000,29435.000,207.360,2.826,24338.857,2.337,9.800
262,2020-11-14,72510.000,2835.000,2528.714,1035.000,38.000,40.857,6956.693,271.993,242.757,99.299,3.646,3.922,1.180,,,,,0.103,78.700,,,,,,,,,,,,,,,2188843.000,28843.000,210.129,2.769,24476.000,2.350,9.700
263,2020-11-15,74205.000,1695.000,2501.000,1106.000,71.000,46.000,7119.313,162.620,240.096,106.111,6.812,4.416,1.150,280.060,26.869,2968.829,284.833,0.102,78.700,,,,,,,,,,,,,,,2204740.000,15897.000,211.655,1.526,24442.143,2.346,9.800
264,2020-11-16,76403.000,2198.000,2602.286,1165.000,59.000,48.571,7330.192,210.879,249.819,111.771,5.661,4.663,1.120,,,,,0.105,78.700,,,,,,,,,,,,,,,2217888.000,13148.000,212.917,1.262,24703.143,2.372,9.500
265,2020-11-17,78825.000,2422.000,2607.857,1228.000,63.000,51.714,7562.561,232.369,250.354,117.816,6.044,4.965,1.090,,,,,0.104,78.700,,,,,,,,,,,,,,,2247686.000,29798.000,215.778,2.861,24986.429,2.399,9.600
266,2020-11-18,82034.000,3209.000,2673.286,1288.000,60.000,54.143,7870.436,307.875,256.635,123.572,5.756,5.198,1.070,,,,,0.105,78.700,,,,,,,,,,,,,,,2279463.000,31777.000,218.828,3.051,25356.000,2.434,9.500
267,2020-11-19,85261.000,3227.000,2660.571,1347.000,59.000,55.429,8180.039,309.602,255.415,129.233,5.661,5.321,1.040,,,,,0.103,78.700,,,,,,,,,,,,,,,2310534.000,31071.000,221.811,2.983,25709.857,2.468,9.700
268,2020-11-20,87812.000,2551.000,2591.000,1419.000,72.000,60.286,8424.784,244.746,248.736,136.140,6.908,5.787,1.020,,,,,0.100,78.700,,,,,,,,,,,,,,,2341664.000,31130.000,224.800,2.988,25952.000,2.491,10.000
269,2020-11-21,90121.000,2309.000,2515.857,1527.000,108.000,70.286,8646.313,221.528,241.522,146.502,10.362,6.747,0.990,,,,,0.096,78.700,,,,,,,,,,,,,,,2372584.000,30920.000,227.768,2.968,26248.714,2.520,10.400
270,2020-11-22,91619.000,1498.000,2487.714,1630.000,103.000,74.857,8790.032,143.720,238.821,156.384,9.882,7.186,0.970,347.158,33.307,3319.877,318.513,0.095,78.700,,,,,,,,,,,,,,,2388387.000,15803.000,229.285,1.517,26235.286,2.519,10.500
271,2020-11-23,93006.000,1387.000,2371.857,1714.000,84.000,78.429,8923.103,133.070,227.698,164.443,8.059,7.529,0.940,,,,,0.084,78.700,,,,,,,,,,,,,,,2403885.000,15498.000,230.773,1.488,26571.000,2.551,11.900
272,2020-11-24,95137.000,2131.000,2330.286,1815.000,101.000,83.857,9127.553,204.451,223.707,174.133,9.690,8.050,0.920,,,,,0.084,78.700,,,,,,,,,,,,,,,2436132.000,32247.000,233.869,3.096,26920.857,2.584,11.800
273,2020-11-25,97288.000,2151.000,2179.143,1902.000,87.000,87.714,9333.923,206.369,209.198,182.480,8.347,8.421,0.910,,,,,0.081,78.700,,,,,,,,,,,,,,,2467145.000,31013.000,236.846,2.977,26811.714,2.574,12.300
274,2020-11-26,99306.000,2018.000,2006.429,2001.000,99.000,93.429,9527.532,193.609,192.617,191.978,9.498,8.969,0.890,,,,,0.075,78.700,,,,,,,,,,,,,,,2498663.000,31518.000,239.872,3.026,26875.571,2.580,13.400
275,2020-11-27,101287.000,1981.000,1925.000,2102.000,101.000,97.571,9717.591,190.059,184.800,201.668,9.690,9.367,0.890,,,,,0.072,78.700,,,,,,,,,,,,,,,2529508.000,30845.000,242.833,2.961,26834.857,2.576,13.900
276,2020-11-28,103034.000,1747.000,1844.714,2223.000,121.000,99.429,9885.201,167.609,177.093,213.277,11.609,9.545,0.880,,,,,0.069,78.700,,,,,,,,,,,,,,,2558962.000,29454.000,245.660,2.828,26625.429,2.556,14.400
277,2020-11-29,104227.000,1193.000,1801.143,2321.000,98.000,98.714,9999.658,114.458,172.910,222.679,9.402,9.477,0.880,304.371,29.202,2910.484,279.235,0.067,78.700,,,,,,,,,,,,,,,2575388.000,16426.000,247.237,1.577,26714.429,2.565,14.800
278,2020-11-30,105271.000,1044.000,1752.143,2406.000,85.000,98.857,10099.821,100.163,168.206,230.834,8.155,9.490,0.880,,,,,0.071,78.700,,,,,,,,,,,,,,,2586760.000,11372.000,248.329,1.092,26125.000,2.508,14.000
279,2020-12-01,107470.000,2199.000,1761.857,2517.000,111.000,100.286,10310.796,210.975,169.138,241.484,10.649,9.627,0.870,,,,,0.070,80.560,,,,,,,,,,,,,,,2617683.000,30923.000,251.298,2.969,25935.857,2.490,14.300
280,2020-12-02,109655.000,2185.000,1766.714,2606.000,89.000,100.571,10520.427,209.631,169.605,250.023,8.539,9.655,0.860,,,,,0.069,80.560,,,,,,,,,,,,,,,2646163.000,28480.000,254.032,2.734,25574.000,2.455,14.500
281,2020-12-03,111537.000,1882.000,1747.286,2706.000,100.000,100.714,10700.988,180.561,167.739,259.617,9.594,9.669,0.850,,,,,0.069,80.560,,,,,,,,,,,,,,,2675962.000,29799.000,256.892,2.861,25328.429,2.432,14.500
282,2020-12-04,113185.000,1648.000,1699.714,2804.000,98.000,100.286,10859.099,158.111,163.173,269.019,9.402,9.627,0.850,,,,,0.069,80.560,,,,,,,,,,,,,,,2703044.000,27082.000,259.492,2.600,24790.857,2.380,14.600
283,2020-12-05,114568.000,1383.000,1647.714,2902.000,98.000,97.000,10991.786,132.687,158.181,278.421,9.402,9.312,0.840,,,,,0.067,80.560,,,,,,,,,,,,,,,2730683.000,27639.000,262.146,2.653,24531.571,2.355,14.900
